sample_id,source_dataset,task_category,rubric_id,rubric_dimension,atomic_rubric_item,max_score,scoring_rule_2,scoring_rule_1,scoring_rule_0,criticality,negative_rule
L-027,self_authored_core_40,case_analysis,L-027-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-027,self_authored_core_40,case_analysis,L-027-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-028,self_authored_core_40,case_analysis,L-028-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-028,self_authored_core_40,case_analysis,L-028-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-028,self_authored_core_40,case_analysis,L-028-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-028,self_authored_core_40,case_analysis,L-028-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-028,self_authored_core_40,case_analysis,L-028-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-029,self_authored_core_40,case_analysis,L-029-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-029,self_authored_core_40,case_analysis,L-029-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-029,self_authored_core_40,case_analysis,L-029-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-029,self_authored_core_40,case_analysis,L-029-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-029,self_authored_core_40,case_analysis,L-029-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-030,self_authored_core_40,case_analysis,L-030-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-030,self_authored_core_40,case_analysis,L-030-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-030,self_authored_core_40,case_analysis,L-030-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-030,self_authored_core_40,case_analysis,L-030-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-030,self_authored_core_40,case_analysis,L-030-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-031,self_authored_core_40,case_analysis,L-031-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-031,self_authored_core_40,case_analysis,L-031-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-031,self_authored_core_40,case_analysis,L-031-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-031,self_authored_core_40,case_analysis,L-031-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-031,self_authored_core_40,case_analysis,L-031-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-032,self_authored_core_40,case_analysis,L-032-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-032,self_authored_core_40,case_analysis,L-032-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-032,self_authored_core_40,case_analysis,L-032-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-032,self_authored_core_40,case_analysis,L-032-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-032,self_authored_core_40,case_analysis,L-032-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-033,self_authored_core_40,case_analysis,L-033-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-033,self_authored_core_40,case_analysis,L-033-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-033,self_authored_core_40,case_analysis,L-033-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-033,self_authored_core_40,case_analysis,L-033-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-033,self_authored_core_40,case_analysis,L-033-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-034,self_authored_core_40,case_analysis,L-034-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-034,self_authored_core_40,case_analysis,L-034-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-034,self_authored_core_40,case_analysis,L-034-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-034,self_authored_core_40,case_analysis,L-034-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-034,self_authored_core_40,case_analysis,L-034-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-035,self_authored_core_40,case_analysis,L-035-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-035,self_authored_core_40,case_analysis,L-035-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-035,self_authored_core_40,case_analysis,L-035-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-035,self_authored_core_40,case_analysis,L-035-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-035,self_authored_core_40,case_analysis,L-035-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-036,self_authored_core_40,case_analysis,L-036-R01,Conclusion Quality,是否给出清晰且条件化的结论。,2,结论明确并说明条件,结论有但缺条件,无结论或武断结论,high,premature_conclusion
L-036,self_authored_core_40,case_analysis,L-036-R02,Key Fact Extraction,是否提取影响法律定性的关键事实。,2,覆盖主要事实和争议焦点,提取部分事实但漏关键,事实摘要错误或缺失,high,missing_facts
L-036,self_authored_core_40,case_analysis,L-036-R03,Fact-Rule Application,是否把法律规则正确适用于事实。,2,规则与事实对应清楚,有规则但适用较弱,规则和事实脱节,high,weak_fact_rule_application
L-036,self_authored_core_40,case_analysis,L-036-R04,Legal Grounding,是否给出法律依据方向且可复核。,2,依据方向准确且不虚构,依据较笼统但无明显错误,引用虚构或错误依据,high,unverified_basis
L-036,self_authored_core_40,case_analysis,L-036-R05,Risk / Edge Case Coverage,是否说明证据、时效、例外和剩余不确定性。,2,覆盖主要风险和例外,提示部分风险,未提示关键风险,medium,missing_procedure_warning
L-037,self_authored_core_40,document_drafting,L-037-R01,Document Structure,文书类型和结构是否正确。,2,结构完整且文书类型正确,结构基本可用但缺少栏目,文书类型错误或结构混乱,high,wrong_document_type
L-037,self_authored_core_40,document_drafting,L-037-R02,Claims / Defenses Construction,诉请、抗辩或请求事项是否清晰、合法、不过度。,2,请求明确且与事实对应,请求笼统或部分缺依据,请求错误、过度或虚构,high,overclaim
L-037,self_authored_core_40,document_drafting,L-037-R03,Fact & Evidence Organization,是否按法律意义组织事实和证据。,2,事实清楚并列证据/待补证据,有事实但证据组织弱,事实虚构或证据缺失,high,missing_evidence_warning
L-037,self_authored_core_40,document_drafting,L-037-R04,Risk & Procedure Awareness,是否提示管辖、期限、金额计算等程序风险。,2,覆盖主要程序风险,提示部分风险,缺少程序风险提示,medium,missing_procedure_warning
L-037,self_authored_core_40,document_drafting,L-037-R05,Professional Tone & Hallucination Control,表达是否克制专业，避免虚构法条、案号和事实。,2,专业且无虚构,基本可用但略绝对,虚构依据/事实或语气不当,high,fabricated_citation_or_unsafe_tone
L-038,self_authored_core_40,document_drafting,L-038-R01,Document Structure,文书类型和结构是否正确。,2,结构完整且文书类型正确,结构基本可用但缺少栏目,文书类型错误或结构混乱,high,wrong_document_type
L-038,self_authored_core_40,document_drafting,L-038-R02,Claims / Defenses Construction,诉请、抗辩或请求事项是否清晰、合法、不过度。,2,请求明确且与事实对应,请求笼统或部分缺依据,请求错误、过度或虚构,high,overclaim
L-038,self_authored_core_40,document_drafting,L-038-R03,Fact & Evidence Organization,是否按法律意义组织事实和证据。,2,事实清楚并列证据/待补证据,有事实但证据组织弱,事实虚构或证据缺失,high,missing_evidence_warning
L-038,self_authored_core_40,document_drafting,L-038-R04,Risk & Procedure Awareness,是否提示管辖、期限、金额计算等程序风险。,2,覆盖主要程序风险,提示部分风险,缺少程序风险提示,medium,missing_procedure_warning
L-038,self_authored_core_40,document_drafting,L-038-R05,Professional Tone & Hallucination Control,表达是否克制专业，避免虚构法条、案号和事实。,2,专业且无虚构,基本可用但略绝对,虚构依据/事实或语气不当,high,fabricated_citation_or_unsafe_tone
L-039,self_authored_core_40,document_drafting,L-039-R01,Document Structure,文书类型和结构是否正确。,2,结构完整且文书类型正确,结构基本可用但缺少栏目,文书类型错误或结构混乱,high,wrong_document_type
L-039,self_authored_core_40,document_drafting,L-039-R02,Claims / Defenses Construction,诉请、抗辩或请求事项是否清晰、合法、不过度。,2,请求明确且与事实对应,请求笼统或部分缺依据,请求错误、过度或虚构,high,overclaim
L-039,self_authored_core_40,document_drafting,L-039-R03,Fact & Evidence Organization,是否按法律意义组织事实和证据。,2,事实清楚并列证据/待补证据,有事实但证据组织弱,事实虚构或证据缺失,high,missing_evidence_warning
L-039,self_authored_core_40,document_drafting,L-039-R04,Risk & Procedure Awareness,是否提示管辖、期限、金额计算等程序风险。,2,覆盖主要程序风险,提示部分风险,缺少程序风险提示,medium,missing_procedure_warning
L-039,self_authored_core_40,document_drafting,L-039-R05,Professional Tone & Hallucination Control,表达是否克制专业，避免虚构法条、案号和事实。,2,专业且无虚构,基本可用但略绝对,虚构依据/事实或语气不当,high,fabricated_citation_or_unsafe_tone
L-040,self_authored_core_40,document_drafting,L-040-R01,Document Structure,文书类型和结构是否正确。,2,结构完整且文书类型正确,结构基本可用但缺少栏目,文书类型错误或结构混乱,high,wrong_document_type
L-040,self_authored_core_40,document_drafting,L-040-R02,Claims / Defenses Construction,诉请、抗辩或请求事项是否清晰、合法、不过度。,2,请求明确且与事实对应,请求笼统或部分缺依据,请求错误、过度或虚构,high,overclaim
L-040,self_authored_core_40,document_drafting,L-040-R03,Fact & Evidence Organization,是否按法律意义组织事实和证据。,2,事实清楚并列证据/待补证据,有事实但证据组织弱,事实虚构或证据缺失,high,missing_evidence_warning
L-040,self_authored_core_40,document_drafting,L-040-R04,Risk & Procedure Awareness,是否提示管辖、期限、金额计算等程序风险。,2,覆盖主要程序风险,提示部分风险,缺少程序风险提示,medium,missing_procedure_warning
L-040,self_authored_core_40,document_drafting,L-040-R05,Professional Tone & Hallucination Control,表达是否克制专业，避免虚构法条、案号和事实。,2,专业且无虚构,基本可用但略绝对,虚构依据/事实或语气不当,high,fabricated_citation_or_unsafe_tone
X-CONS-001,extended_diagnostic_45,consultation,X-CONS-001-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-001,extended_diagnostic_45,consultation,X-CONS-001-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-001,extended_diagnostic_45,consultation,X-CONS-001-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-001,extended_diagnostic_45,consultation,X-CONS-001-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-002,extended_diagnostic_45,consultation,X-CONS-002-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-002,extended_diagnostic_45,consultation,X-CONS-002-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-002,extended_diagnostic_45,consultation,X-CONS-002-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-002,extended_diagnostic_45,consultation,X-CONS-002-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-003,extended_diagnostic_45,consultation,X-CONS-003-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-003,extended_diagnostic_45,consultation,X-CONS-003-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-003,extended_diagnostic_45,consultation,X-CONS-003-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-003,extended_diagnostic_45,consultation,X-CONS-003-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-004,extended_diagnostic_45,consultation,X-CONS-004-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-004,extended_diagnostic_45,consultation,X-CONS-004-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-004,extended_diagnostic_45,consultation,X-CONS-004-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-004,extended_diagnostic_45,consultation,X-CONS-004-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-005,extended_diagnostic_45,consultation,X-CONS-005-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-005,extended_diagnostic_45,consultation,X-CONS-005-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-005,extended_diagnostic_45,consultation,X-CONS-005-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-005,extended_diagnostic_45,consultation,X-CONS-005-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-006,extended_diagnostic_45,consultation,X-CONS-006-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-006,extended_diagnostic_45,consultation,X-CONS-006-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-006,extended_diagnostic_45,consultation,X-CONS-006-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-006,extended_diagnostic_45,consultation,X-CONS-006-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-007,extended_diagnostic_45,consultation,X-CONS-007-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-007,extended_diagnostic_45,consultation,X-CONS-007-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-007,extended_diagnostic_45,consultation,X-CONS-007-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-007,extended_diagnostic_45,consultation,X-CONS-007-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-008,extended_diagnostic_45,consultation,X-CONS-008-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-008,extended_diagnostic_45,consultation,X-CONS-008-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-008,extended_diagnostic_45,consultation,X-CONS-008-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-008,extended_diagnostic_45,consultation,X-CONS-008-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-009,extended_diagnostic_45,consultation,X-CONS-009-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-009,extended_diagnostic_45,consultation,X-CONS-009-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-009,extended_diagnostic_45,consultation,X-CONS-009-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-009,extended_diagnostic_45,consultation,X-CONS-009-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-010,extended_diagnostic_45,consultation,X-CONS-010-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-010,extended_diagnostic_45,consultation,X-CONS-010-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-010,extended_diagnostic_45,consultation,X-CONS-010-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
X-CONS-010,extended_diagnostic_45,consultation,X-CONS-010-R04,Overclaim Control,避免承诺确定赔偿、胜诉或违法结论,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,过度承诺法律结果
X-CONS-011,extended_diagnostic_45,consultation,X-CONS-011-R01,Missing Facts Awareness,识别并追问关键缺失事实,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,未补充事实即给出确定结论
X-CONS-011,extended_diagnostic_45,consultation,X-CONS-011-R02,Clarification Quality,提出可操作的追问问题,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,high,追问过泛或遗漏主体/证据
X-CONS-011,extended_diagnostic_45,consultation,X-CONS-011-R03,Risk Coverage,覆盖证据、程序和结果不确定性风险,2,完整满足：明确覆盖该评分点，且与案情事实相连接。,部分满足：提到相关方向，但缺少关键限定、证据追问或适用说明。,未满足/错误：未提及该点，或给出相反、武断、不可复核的判断。,medium,忽略证据或程序风险
